# r(nm)    cnr(metal-anion)    cnr(metal-cation)    cnr(metal-metal)
4.599999999999999922e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.800000000000000100e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000278e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.199999999999999761e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.399999999999999939e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.600000000000000117e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.800000000000000294e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.999999999999999778e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.199999999999999956e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.400000000000000133e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.600000000000000311e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.800000000000000488e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.000000000000000666e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.199999999999999456e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.399999999999999634e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.599999999999999811e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.799999999999999989e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.000000000000000167e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.200000000000000344e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.400000000000000522e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.599999999999999312e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.799999999999999489e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.999999999999999667e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.199999999999999845e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.400000000000000022e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.600000000000000200e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.800000000000000377e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.019999999999999934e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.039999999999999952e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.059999999999999970e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.079999999999999988e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.100000000000000006e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.120000000000000023e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.140000000000000041e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.160000000000000059e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.179999999999999938e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.199999999999999956e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.219999999999999973e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.239999999999999991e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.260000000000000009e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.280000000000000027e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.300000000000000044e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.320000000000000062e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.340000000000000080e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.360000000000000098e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.380000000000000115e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.400000000000000133e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.419999999999999873e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.439999999999999891e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.459999999999999909e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.479999999999999927e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.499999999999999944e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.519999999999999962e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.539999999999999980e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.559999999999999998e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.580000000000000016e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.600000000000000033e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.620000000000000051e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.640000000000000069e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.660000000000000087e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.680000000000000104e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.700000000000000122e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.719999999999999862e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.739999999999999880e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.759999999999999898e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.779999999999999916e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.799999999999999933e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.819999999999999951e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.839999999999999969e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.859999999999999987e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.880000000000000004e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.900000000000000022e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.920000000000000040e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.940000000000000058e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.960000000000000075e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.980000000000000093e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000111e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.020000000000000129e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.039999999999999869e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.059999999999999887e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.079999999999999905e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.099999999999999922e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.119999999999999940e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.139999999999999958e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.159999999999999976e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.179999999999999993e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.200000000000000011e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.220000000000000029e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.240000000000000047e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.260000000000000064e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.280000000000000082e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.300000000000000100e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.320000000000000118e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.340000000000000135e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.359999999999999876e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.379999999999999893e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.399999999999999911e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.419999999999999929e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.439999999999999947e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.459999999999999964e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.479999999999999982e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.500000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.520000000000000018e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.540000000000000036e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.560000000000000053e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.580000000000000071e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.600000000000000089e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.620000000000000107e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.640000000000000124e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.660000000000000142e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.680000000000000160e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.700000000000000178e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.720000000000000195e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.740000000000000213e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.760000000000000231e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.780000000000000249e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.800000000000000266e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.819999999999999729e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.839999999999999747e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.859999999999999765e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.879999999999999782e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.899999999999999800e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.919999999999999818e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.939999999999999836e-01 1.000000000000000021e-03 0.000000000000000000e+00 0.000000000000000000e+00
2.959999999999999853e-01 2.000000000000000042e-03 0.000000000000000000e+00 0.000000000000000000e+00
2.979999999999999871e-01 3.000000000000000062e-03 0.000000000000000000e+00 0.000000000000000000e+00
2.999999999999999889e-01 5.000000000000000104e-03 0.000000000000000000e+00 0.000000000000000000e+00
3.019999999999999907e-01 8.000000000000000167e-03 0.000000000000000000e+00 0.000000000000000000e+00
3.039999999999999925e-01 1.299999999999999940e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.059999999999999942e-01 2.000000000000000042e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.079999999999999960e-01 2.999999999999999889e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.099999999999999978e-01 4.499999999999999833e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.119999999999999996e-01 6.500000000000000222e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.140000000000000013e-01 9.099999999999999756e-02 0.000000000000000000e+00 0.000000000000000000e+00
3.160000000000000031e-01 1.250000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.180000000000000049e-01 1.670000000000000095e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.200000000000000067e-01 2.169999999999999984e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.220000000000000084e-01 2.760000000000000231e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.240000000000000102e-01 3.420000000000000262e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.260000000000000120e-01 4.159999999999999809e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.280000000000000138e-01 4.969999999999999973e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.300000000000000155e-01 5.839999999999999636e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.320000000000000173e-01 6.750000000000000444e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.340000000000000191e-01 7.690000000000000169e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.360000000000000209e-01 8.659999999999999920e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.380000000000000226e-01 9.639999999999999680e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.400000000000000244e-01 1.062000000000000055e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.420000000000000262e-01 1.161000000000000032e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.439999999999999725e-01 1.260999999999999899e+00 1.000000000000000021e-03 0.000000000000000000e+00
3.459999999999999742e-01 1.358999999999999986e+00 1.000000000000000021e-03 0.000000000000000000e+00
3.479999999999999760e-01 1.457999999999999963e+00 1.000000000000000021e-03 0.000000000000000000e+00
3.499999999999999778e-01 1.554999999999999938e+00 1.000000000000000021e-03 0.000000000000000000e+00
3.519999999999999796e-01 1.653000000000000025e+00 2.000000000000000042e-03 0.000000000000000000e+00
3.539999999999999813e-01 1.752000000000000002e+00 2.000000000000000042e-03 0.000000000000000000e+00
3.559999999999999831e-01 1.850999999999999979e+00 3.000000000000000062e-03 0.000000000000000000e+00
3.579999999999999849e-01 1.951000000000000068e+00 3.000000000000000062e-03 0.000000000000000000e+00
3.599999999999999867e-01 2.052000000000000046e+00 4.000000000000000083e-03 0.000000000000000000e+00
3.619999999999999885e-01 2.156000000000000139e+00 5.000000000000000104e-03 0.000000000000000000e+00
3.639999999999999902e-01 2.259999999999999787e+00 6.000000000000000125e-03 0.000000000000000000e+00
3.659999999999999920e-01 2.366999999999999993e+00 8.000000000000000167e-03 1.000000000000000021e-03
3.679999999999999938e-01 2.475999999999999979e+00 8.999999999999999320e-03 1.000000000000000021e-03
3.699999999999999956e-01 2.589999999999999858e+00 1.200000000000000025e-02 1.000000000000000021e-03
3.719999999999999973e-01 2.706999999999999851e+00 1.400000000000000029e-02 1.000000000000000021e-03
3.739999999999999991e-01 2.826999999999999957e+00 1.700000000000000122e-02 1.000000000000000021e-03
3.760000000000000009e-01 2.951000000000000068e+00 2.000000000000000042e-02 2.000000000000000042e-03
3.780000000000000027e-01 3.080000000000000071e+00 2.400000000000000050e-02 2.000000000000000042e-03
3.800000000000000044e-01 3.212000000000000188e+00 2.800000000000000058e-02 3.000000000000000062e-03
3.820000000000000062e-01 3.349000000000000199e+00 3.300000000000000155e-02 3.000000000000000062e-03
3.840000000000000080e-01 3.490000000000000213e+00 3.799999999999999906e-02 4.000000000000000083e-03
3.860000000000000098e-01 3.633000000000000007e+00 4.499999999999999833e-02 5.000000000000000104e-03
3.880000000000000115e-01 3.778000000000000025e+00 5.199999999999999761e-02 6.000000000000000125e-03
3.900000000000000133e-01 3.922000000000000153e+00 5.999999999999999778e-02 8.000000000000000167e-03
3.920000000000000151e-01 4.065999999999999837e+00 6.900000000000000577e-02 1.000000000000000021e-02
3.940000000000000169e-01 4.206999999999999851e+00 7.900000000000000078e-02 1.200000000000000025e-02
3.960000000000000187e-01 4.342999999999999972e+00 9.099999999999999756e-02 1.400000000000000029e-02
3.980000000000000204e-01 4.474000000000000199e+00 1.039999999999999952e-01 1.600000000000000033e-02
4.000000000000000222e-01 4.597999999999999865e+00 1.179999999999999938e-01 1.899999999999999953e-02
4.020000000000000240e-01 4.714999999999999858e+00 1.340000000000000080e-01 2.299999999999999961e-02
4.040000000000000258e-01 4.822000000000000064e+00 1.509999999999999953e-01 2.599999999999999881e-02
4.060000000000000275e-01 4.921000000000000263e+00 1.700000000000000122e-01 2.999999999999999889e-02
4.079999999999999738e-01 5.011000000000000121e+00 1.910000000000000031e-01 3.500000000000000333e-02
4.099999999999999756e-01 5.092999999999999972e+00 2.129999999999999949e-01 4.000000000000000083e-02
4.119999999999999774e-01 5.166000000000000369e+00 2.369999999999999885e-01 4.599999999999999922e-02
4.139999999999999791e-01 5.230999999999999872e+00 2.630000000000000115e-01 5.199999999999999761e-02
4.159999999999999809e-01 5.288999999999999702e+00 2.909999999999999809e-01 5.800000000000000294e-02
4.179999999999999827e-01 5.339999999999999858e+00 3.210000000000000075e-01 6.500000000000000222e-02
4.199999999999999845e-01 5.384999999999999787e+00 3.529999999999999805e-01 7.299999999999999545e-02
4.219999999999999862e-01 5.424999999999999822e+00 3.870000000000000107e-01 8.100000000000000255e-02
4.239999999999999880e-01 5.461000000000000298e+00 4.229999999999999871e-01 8.899999999999999578e-02
4.259999999999999898e-01 5.491999999999999993e+00 4.610000000000000209e-01 9.800000000000000377e-02
4.279999999999999916e-01 5.519000000000000128e+00 5.010000000000000009e-01 1.069999999999999979e-01
4.299999999999999933e-01 5.543999999999999595e+00 5.440000000000000391e-01 1.170000000000000068e-01
4.319999999999999951e-01 5.565000000000000391e+00 5.879999999999999671e-01 1.270000000000000018e-01
4.339999999999999969e-01 5.583999999999999631e+00 6.350000000000000089e-01 1.370000000000000107e-01
4.359999999999999987e-01 5.600999999999999979e+00 6.830000000000000515e-01 1.469999999999999918e-01
4.380000000000000004e-01 5.615999999999999659e+00 7.329999999999999849e-01 1.580000000000000016e-01
4.400000000000000022e-01 5.628999999999999559e+00 7.850000000000000311e-01 1.690000000000000113e-01
4.420000000000000040e-01 5.641000000000000014e+00 8.379999999999999671e-01 1.799999999999999933e-01
4.440000000000000058e-01 5.650999999999999801e+00 8.930000000000000160e-01 1.910000000000000031e-01
4.460000000000000075e-01 5.660999999999999588e+00 9.499999999999999556e-01 2.020000000000000129e-01
4.480000000000000093e-01 5.669999999999999929e+00 1.008999999999999897e+00 2.129999999999999949e-01
4.500000000000000111e-01 5.677999999999999936e+00 1.068000000000000060e+00 2.240000000000000047e-01
4.520000000000000129e-01 5.684999999999999609e+00 1.129000000000000004e+00 2.359999999999999876e-01
4.540000000000000147e-01 5.690999999999999837e+00 1.191999999999999948e+00 2.469999999999999973e-01
4.560000000000000164e-01 5.697000000000000064e+00 1.254999999999999893e+00 2.590000000000000080e-01
4.580000000000000182e-01 5.703000000000000291e+00 1.320000000000000062e+00 2.700000000000000178e-01
4.600000000000000200e-01 5.708000000000000185e+00 1.385000000000000009e+00 2.810000000000000275e-01
4.620000000000000218e-01 5.713000000000000078e+00 1.451999999999999957e+00 2.919999999999999818e-01
4.640000000000000235e-01 5.716999999999999638e+00 1.518999999999999906e+00 3.029999999999999916e-01
4.660000000000000253e-01 5.722000000000000419e+00 1.586000000000000076e+00 3.130000000000000004e-01
4.680000000000000271e-01 5.725999999999999979e+00 1.653999999999999915e+00 3.230000000000000093e-01
4.699999999999999734e-01 5.729000000000000092e+00 1.721999999999999975e+00 3.330000000000000182e-01
4.719999999999999751e-01 5.732999999999999652e+00 1.790999999999999925e+00 3.430000000000000271e-01
4.739999999999999769e-01 5.735999999999999766e+00 1.858999999999999986e+00 3.529999999999999805e-01
4.759999999999999787e-01 5.740000000000000213e+00 1.927999999999999936e+00 3.629999999999999893e-01
4.779999999999999805e-01 5.743000000000000327e+00 1.995999999999999996e+00 3.719999999999999973e-01
4.799999999999999822e-01 5.746000000000000441e+00 2.064999999999999947e+00 3.810000000000000053e-01
4.819999999999999840e-01 5.748999999999999666e+00 2.133000000000000007e+00 3.900000000000000133e-01
4.839999999999999858e-01 5.751999999999999780e+00 2.201999999999999957e+00 3.980000000000000204e-01
4.859999999999999876e-01 5.754999999999999893e+00 2.270999999999999908e+00 4.069999999999999729e-01
4.879999999999999893e-01 5.758000000000000007e+00 2.338999999999999968e+00 4.149999999999999800e-01
4.899999999999999911e-01 5.759999999999999787e+00 2.407000000000000028e+00 4.219999999999999862e-01
4.919999999999999929e-01 5.762999999999999901e+00 2.475000000000000089e+00 4.299999999999999933e-01
4.939999999999999947e-01 5.766000000000000014e+00 2.541999999999999815e+00 4.369999999999999996e-01
4.959999999999999964e-01 5.769000000000000128e+00 2.608999999999999986e+00 4.440000000000000058e-01
4.979999999999999982e-01 5.770999999999999908e+00 2.674999999999999822e+00 4.510000000000000120e-01
5.000000000000000000e-01 5.774000000000000021e+00 2.741000000000000103e+00 4.570000000000000173e-01
5.020000000000000018e-01 5.775999999999999801e+00 2.806000000000000050e+00 4.640000000000000235e-01
5.040000000000000036e-01 5.778999999999999915e+00 2.870999999999999996e+00 4.699999999999999734e-01
5.060000000000000053e-01 5.782000000000000028e+00 2.935000000000000053e+00 4.749999999999999778e-01
5.080000000000000071e-01 5.783999999999999808e+00 3.000000000000000000e+00 4.809999999999999831e-01
5.100000000000000089e-01 5.786999999999999922e+00 3.063000000000000167e+00 4.869999999999999885e-01
5.120000000000000107e-01 5.790000000000000036e+00 3.126999999999999780e+00 4.919999999999999929e-01
5.140000000000000124e-01 5.793000000000000149e+00 3.189999999999999947e+00 4.979999999999999982e-01
5.160000000000000142e-01 5.794999999999999929e+00 3.251999999999999780e+00 5.030000000000000027e-01
5.180000000000000160e-01 5.798000000000000043e+00 3.314000000000000057e+00 5.080000000000000071e-01
5.200000000000000178e-01 5.801000000000000156e+00 3.375999999999999890e+00 5.130000000000000115e-01
5.220000000000000195e-01 5.804000000000000270e+00 3.438000000000000167e+00 5.180000000000000160e-01
5.240000000000000213e-01 5.807000000000000384e+00 3.498000000000000220e+00 5.220000000000000195e-01
5.260000000000000231e-01 5.809999999999999609e+00 3.559000000000000163e+00 5.270000000000000240e-01
5.280000000000000249e-01 5.812999999999999723e+00 3.620000000000000107e+00 5.320000000000000284e-01
5.300000000000000266e-01 5.815999999999999837e+00 3.681000000000000050e+00 5.360000000000000320e-01
5.320000000000000284e-01 5.820000000000000284e+00 3.741000000000000103e+00 5.410000000000000364e-01
5.340000000000000302e-01 5.823000000000000398e+00 3.801000000000000156e+00 5.450000000000000400e-01
5.360000000000000320e-01 5.825999999999999623e+00 3.859999999999999876e+00 5.490000000000000435e-01
5.380000000000000338e-01 5.830000000000000071e+00 3.919000000000000039e+00 5.540000000000000480e-01
5.400000000000000355e-01 5.833999999999999631e+00 3.978000000000000203e+00 5.580000000000000515e-01
5.420000000000000373e-01 5.838000000000000078e+00 4.036999999999999922e+00 5.620000000000000551e-01
5.440000000000000391e-01 5.841999999999999638e+00 4.096000000000000085e+00 5.669999999999999485e-01
5.460000000000000409e-01 5.846000000000000085e+00 4.153999999999999915e+00 5.709999999999999520e-01
5.480000000000000426e-01 5.849999999999999645e+00 4.213000000000000078e+00 5.749999999999999556e-01
5.500000000000000444e-01 5.855000000000000426e+00 4.270999999999999908e+00 5.789999999999999591e-01
5.520000000000000462e-01 5.860000000000000320e+00 4.328000000000000291e+00 5.839999999999999636e-01
5.540000000000000480e-01 5.863999999999999879e+00 4.386000000000000121e+00 5.879999999999999671e-01
5.560000000000000497e-01 5.868999999999999773e+00 4.443999999999999950e+00 5.919999999999999707e-01
5.580000000000000515e-01 5.875000000000000000e+00 4.501000000000000334e+00 5.959999999999999742e-01
5.600000000000000533e-01 5.879999999999999893e+00 4.559000000000000163e+00 5.999999999999999778e-01
5.620000000000000551e-01 5.886000000000000121e+00 4.616999999999999993e+00 6.039999999999999813e-01
5.639999999999999458e-01 5.892000000000000348e+00 4.674000000000000377e+00 6.089999999999999858e-01
5.659999999999999476e-01 5.899000000000000021e+00 4.732000000000000206e+00 6.129999999999999893e-01
5.679999999999999494e-01 5.905000000000000249e+00 4.790000000000000036e+00 6.179999999999999938e-01
5.699999999999999512e-01 5.911999999999999922e+00 4.847000000000000419e+00 6.219999999999999973e-01
5.719999999999999529e-01 5.919999999999999929e+00 4.903999999999999915e+00 6.260000000000000009e-01
5.739999999999999547e-01 5.927999999999999936e+00 4.961000000000000298e+00 6.310000000000000053e-01
5.759999999999999565e-01 5.935999999999999943e+00 5.019000000000000128e+00 6.350000000000000089e-01
5.779999999999999583e-01 5.945000000000000284e+00 5.075000000000000178e+00 6.400000000000000133e-01
5.799999999999999600e-01 5.953999999999999737e+00 5.133000000000000007e+00 6.450000000000000178e-01
